gene	logFC
TMEM151B	0.51659994
TSPAN8	-0.610514059
RELA	-0.258498674
CALHM3	0.474733222
PTPN4	-0.385790878
DND1	-0.247586674
NPFFR1	0.344725835
BBS1	-0.381844219
SIRT7	-0.152129396
PRKY	-0.275985693
ZNF460	-0.37543003
TRUB1	-0.304504278
C2orf63	-0.426258803
PPP3CB	-0.17815848
ZNF814	-0.340601405
SYVN1	-0.240441637
LOC154872	-0.238024253
BRDT	-0.338987773
OR6W1P	0.391903522
YLPM1	-0.275406094
FAM164C	-0.361477182
LOC729603	-0.389264428
DLG4	-0.402809891
NAF1	-0.392880112
DHX32	-0.266433165
NANS	-0.152570111
WDR67	-0.272519507
ODF3	0.425555379
LRRC19	0.612329445
MAD2L1	0.299893061
ACER3	-0.41454267
HDX	-0.417097758
CYP39A1	0.701339792
TFAP2C	0.377833499
CIRBP	-0.183190345
KRT6A	0.556590449
RNF150	0.484458932
ACTN3	-0.329109887
C1orf185	0.553100143
FASTKD5	-0.15516268
CDK5RAP3	-0.244529737
BCL2L13	-0.198757649
MYADML	0.423898966
GLT1D1	-0.38035571
UGGT2	-0.274448984
RRN3	0.311664876
CPXM1	0.365674751
PRAMEF16	-0.241037603
ACVR2A	-0.347806576
ASB14	0.220626032
TFDP2	-0.260851536
ZNF643	-0.338300077
IFNK	0.480802686
NEK2	0.467852855
BAZ1B	-0.309179872
SLC30A10	0.429060131
RNF26	0.138360401
PRKCDBP	0.385786905
SPDYA	0.65357829
BEX2	-0.308203703
RNF219	-0.239986327
EPHA7	0.579358245
SNORA71A	0.532740922
LOC730159	0.422590286
ANKRD50	-0.471270727
C10orf25	-0.423235963
TBC1D26	0.581518625
SLC5A6	0.255939785
HLA-DRB5	-0.319669564
PRR3	-0.36166768
RHEB	-0.262368337
SGPP1	-0.371890598
LOC100131170	0.855031931
OR7G1	0.393571202
FLJ42842	0.46586782
JAGN1	-0.182030341
SYNM	-0.36244654
PXN	0.525544999
LOC221814	0.556090437
PIGW	-0.488314357
MSH4	0.513686326
ARL8B	-0.193457698
OR6C76	0.393455919
C15orf27	-0.486019445
ASB2	-0.534766996
IL1R1	0.516671907
KCNS2	0.377730834
C9orf82	-0.257232327
CLK4	-0.388458114
C10orf54	-0.271807507
ARMC8	-0.199563645
C18orf19	-0.270821567
ATPIF1	-0.179492324
CRHR1	0.55274181
GUCA2A	0.272346655
C20orf177	-0.215781684
FCF1	-0.375737391
LOC400958	0.563023018
MTPAP	-0.211646244
PKN1	-0.331964786
NPBWR1	0.595092116
KLHL22	0.528677393
GSTA3	0.38064059
ATG4A	-0.242576922
PRRG3	0.440335853
TNKS2	-0.355652943
TUBGCP6	-0.258964686
AP4S1	-0.342742768
SH2D1A	-0.519470964
NANOG	-0.429121576
EFCAB2	-0.444663232
GSX1	0.41720136
CCDC96	-0.248205662
SFXN5	0.442231452
IGF1R	0.374500735
LOC90246	0.568529471
EXOSC5	0.308027631
GGT3P	0.316231097
DTX3	0.402506456
POR	-0.229515353
HSD17B4	-0.191182202
TPP1	0.424993199
TUBE1	-0.345177802
FOXN3	-0.241049325
MMP11	0.619686261
NFYB	-0.364814832
BUD13	-0.210229394
CARKD	-0.210440352
ARHGEF1	-0.339712947
LOC100131381	0.415697461
NFIA	-0.396112889
LOC374890	0.434968469
SRI	-0.26494362
LOC100653108	0.302836974
HIST1H4K	0.420900014
SORL1	0.240887559
KL	-0.48159677
TCEAL8	-0.161858586
DCLRE1C	-0.208556184
SMC2	-0.358523264
USP20	-0.257545519
CACNG1	0.491044468
ABCA9	-0.280416304
SLC20A1	0.252557711
MS4A6E	0.514422266
MCTP1	-0.28193277
BTNL9	0.709452816
CD248	0.419042029
OR13G1	0.602471104
ZNF598	-0.173546836
TMEM128	-0.222725478
ZER1	-0.185180053
OR6N2	0.422027298
HIVEP1	-0.306783288
SLC17A9	0.273833247
PRUNE2	-0.612168981
LOC283914	0.49004363
SLAMF8	-0.239571056
C17orf62	-0.165891241
PACSIN1	-0.550152705
NAP1L4	-0.334439239
SMAD1	-0.353151769
TNFRSF10C	0.43255546
SERPINB11	-0.338750269
SSH1	-0.330214854
TSPAN13	0.454554978
OR5T1	0.523597233
BEST4	-0.58245073
LOC90834	-0.264635158
FPR2	0.348166635
ZNF551	-0.336734969
PA2G4	0.15783513
NDUFAF3	-0.165057128
PDK1	-0.302374096
KRTAP20-1	0.621450442
POM121L8P	0.635189015
C13orf26	-0.271177209
NPFFR2	-0.20727219
NR0B2	0.543609377
TMEM133	0.334375317
UBE2Z	-0.207796462
DCAF15	-0.314216941
C19orf43	-0.221603833
NHLRC1	-0.363240188
LOC100507747	0.295374523
SDK1	0.872265585
HCG18	-0.42317944
KIAA1429	-0.174875688
AGAP3	-0.191692757
C14orf91	0.258679841
PLA2G2F	0.773946009
WDR60	-0.398796062
SPSB4	0.393844123
C11orf74	-0.270292141
FLT3LG	-0.455103683
SPATA18	-0.592551453
MAP1LC3A	0.253390836
GPR107	-0.189181967
ZFP3	-0.292731701
FOXE3	0.473069989
IL2	-0.302444348
OR5F1	0.391335955
FAM172A	-0.232856328
C7orf69	0.550980824
CDH19	0.634950213
KRT78	0.26709322
MAGEB4	0.638047205
ZNF135	-0.328667639
HSPA1L	-0.273814215
COL4A3BP	-0.244417696
CDCP1	-0.322904778
KLK7	0.500461615
DOCK3	0.454896843
HRAS	0.211067705
GBX1	0.470206616
KRTAP23-1	0.521279193
PPIL2	-0.218443318
C11orf61	-0.495866278
LOC284570	0.27941411
GOLGA3	-0.211295413
LOC400706	0.367111373
MFAP1	-0.184466729
NEB	0.386446687
CAMK1G	0.37726088
KRTAP27-1	0.230329799
YPEL3	0.540867112
GNG12	-0.351757165
STAM	-0.296676357
TSSC1	0.12061496
ZBTB11	-0.224369552
SLC35E1	-0.164905497
IFI35	-0.235981588
MAGEB17	0.368520655
GOLGA8A	-0.453199617
BCOR	-0.292675965
ACY1	0.195576658
DPY19L4	-0.258782678
LOC729159	0.440287195
PCDHGA7	0.313363372
SLC45A2	0.425744044
IFT172	-0.188693743
SLC22A10	0.477281166
FHL3	0.323874839
ADPGK	-0.199784839
LTB	-0.354570963
HS2ST1	-0.252603754
LACRT	0.543180831
CCDC109B	0.206534332
LOC286052	-0.388047889
LOC100129935	0.521603604
AHSA1	-0.173467332
GNAS	-0.192304615
LOC729626	0.628551917
OR5K2	0.527420227
HARS2	-0.158668148
LOC285629	0.593415351
ST6GALNAC3	0.443326771
ARHGEF11	-0.270665321
KPNA2	0.157199853
BOP1	0.20621282
BANP	-0.174220199
TOP2A	0.377458249
THUMPD3	-0.197394184
GAST	0.564479115
C11orf42	0.418783054
DGCR14	-0.355520496
MARK2	-0.279776102
FLJ42875	0.410786346
GZMK	-0.666863778
CYP2E1	0.454982411
TRPC4AP	-0.217650676
PRRX1	0.434758544
ZNF169	-0.268842332
MPP3	-0.437154859
FN1	0.49588963
CT47A11	0.373812589
BBS10	-0.374437957
CNGA3	-0.245321116
SPESP1	-0.466373448
COX6B2	0.369513959
NUB1	-0.193005428
C14orf109	0.166286085
LTA	-0.515473086
DAP3	-0.176106419
MOCS3	0.539276278
KIAA1024L	0.598618488
C1orf35	-0.115331156
NUDT7	-0.506821714
THOP1	0.147762303
RBL2	-0.232476381
C20orf123	0.460673012
LOC643037	-0.672802186
ADCYAP1	-0.321450976
LOC146336	0.38017095
ZNF792	-0.263627772
OOSP1	0.451398287
PDE12	-0.206992297
ABCA2	-0.378616618
HSPA12B	0.409764711
H1FOO	0.542702228
HCG22	0.253250157
XPO4	-0.332031491
NUDT15	-0.450612211
SLC27A2	-0.547905705
PANK4	-0.244839136
PGLYRP2	0.312207766
ARL13A	0.401240017
FAM41C	0.389231629
C22orf34	-0.470738766
LOC647086	-0.328252214
GUCA2B	-0.408143687
SCARNA2	-0.439618522
LOC284373	-0.183689944
UBE2E2	-0.247704491
PTPN11	-0.242078621
GLRA4	0.312411303
HES2	-0.424222974
OR1S1	0.390510582
KIAA0753	-0.198476819
TSPAN3	-0.230352179
IRS2	-0.233385369
OR51Q1	0.232992688
PELI3	-0.315928361
SNAR-C3	0.641741124
YOD1	-0.368616727
NLRP5	0.614671155
PHOX2B	0.49431014
DPF2	-0.27445122
LOC100653245	0.921508231
ITFG2	-0.242181373
TRIM36	-0.274086137
CNTROB	0.212902159
LOC100130370	0.360996026
HSF4	0.38180201
ZBTB38	-0.336193821
MGC40069	-0.261211244
ABCA4	0.451425703
FCHSD1	-0.405300443
TSPAN11	0.320458155
LOC645166	-0.354136701
SLC6A8	0.349293699
FBXL3	-0.21175562
KIAA0754	-0.450747628
FBXO47	0.286323749
OR2T6	0.444283735
NFKB2	0.305155766
GLTPD1	-0.154256266
LYVE1	0.387860803
LOC286186	-0.36861934
PITX3	0.305717891
CCDC24	-0.421993215
ERRFI1	-0.32820724
ETV5	0.425029756
MSL1	-0.235076673
SNHG8	0.163408161
COMMD8	-0.218084065
KRTAP4-9	-0.207168213
GALNTL4	0.411930589
PSMB10	-0.175866697
ALG1L	0.188682925
GPR133	-0.438748709
CHD8	-0.184252237
GLT8D1	-0.222958195
SMOC2	0.442368643
DDX50	-0.376566099
STAC	-0.415858542
OR6F1	0.385036948
LOC100131894	0.321837549
LOC100130476	0.409892005
SPIN3	-0.487349159
DMP1	0.604224538
SASS6	-0.466345684
EGR4	0.325652342
RAMP2	-0.195149788
GALNTL5	0.494977606
SLC22A3	-0.226054539
SSX2	0.397036147
KLC2	-0.196770616
HTATSF1	-0.183733185
WFDC5	0.454336502
TRPM2	0.465156184
ECSCR	-0.482381039
FOXF1	-0.333124159
TTYH3	0.374709924
RPS20	-0.223874434
SLC9A4	0.275911303
NPVF	0.32756397
ZNF133	-0.189383828
LOC221122	0.294932943
EIF3J	-0.19721227
ATXN7	-0.31335823
TRIML1	0.555615205
ZNF623	-0.427610172
KGFLP1	0.495714594
DDX1	-0.173833928
LOC100129785	0.625860142
FBXW4	-0.287841168
BHLHB9	-0.385612001
DNAJA3	-0.184786099
ZNF620	0.469847378
RPH3AL	-0.350311087
LACTB2	-0.269295016
TMEFF2	0.526549653
ABHD14B	-0.244401735
SLC25A45	-0.22064151
ARHGDIB	-0.187393409
INTS3	-0.331802726
LOC550643	-0.176194912
PRKX	-0.276547306
HIST1H2BD	0.276539678
UBE2V1	-0.169831786
OR1J2	0.569649749
LAP3	-0.210091106
C4orf10	0.37221058
XAGE3	0.493902815
TTLL4	0.317911605
LOC100129060	0.38015816
GNB1L	-0.163471719
CXCL6	0.395973474
ANKRD7	0.420152327
AKNA	-0.440230198
QRFP	0.304024619
MFI2	0.428964705
ZBTB39	-0.382270215
SP3	-0.228905802
RIOK2	-0.207875021
TAOK1	-0.251212453
CHRND	0.509175818
GRK7	0.625628016
LOC338667	0.465031971
CDKL1	-0.273987266
DCAF5	-0.302175566
AMN	0.429400777
CLSTN3	-0.394308197
DSCR6	0.284560457
LOC100128869	0.190606268
CNOT3	-0.230346351
C14orf64	0.641639377
TRAF2	-0.174181118
GRK5	-0.261190447
LOC100132891	0.416513735
STX11	-0.185107796
DBT	-0.351297252
DIS3L	-0.278807315
IRS1	-0.195628813
LOC100128508	0.44920831
MLH3	-0.301232141
MAP7D1	-0.177332824
FLJ13197	0.453110775
DDHD1	-0.374409448
RFPL3	0.547835073
TBX21	-0.571746202
HYAL4	0.35425358
CECR5	0.172386086
CRLF2	0.524740963
CHRNB4	0.711927617
WDSUB1	-0.17168045
ERCC6L	0.515160531
CLN8	-0.49395829
LOC100132247	-0.251057796
SPINK8	0.515802618
DEGS1	-0.184630101
GALNTL2	0.305050377
PLAA	-0.224440274
ARHGAP27	-0.199881404
OLFM1	0.553025847
LOC100507605	0.093460271
SNORA33	-0.404585423
CHST5	0.355207416
MYO1B	0.454474302
TMEM225	0.234460079
OR52B6	0.424510282
CTSO	-0.261208513
SLC19A2	-0.284522447
ITGB7	-0.306580374
PTGR2	-0.33123073
SLC39A8	0.346618204
MPV17L2	0.156437458
IQCJ	-0.176487894
ACBD4	0.471180684
BLZF1	-0.313218025
C16orf59	0.381050124
LOC100509378	0.390435212
SOAT2	-0.326830886
LRP10	-0.331058182
ARPC1A	-0.153463864
SLC39A4	0.283441795
GAL3ST1	-0.29948928
ZNF618	-0.394735125
CAPNS2	0.32706721
KIF9	-0.363279316
GYPB	0.347813624
MYH13	0.556592107
CAMK1D	0.143887937
SUMF2	-0.293183047
ERI2	-0.325916903
LOC100132764	0.48873586
SLC44A4	-0.571957743
LTBP4	0.198044959
LOC100130009	0.557420024
GPIHBP1	0.370623523
CENPH	-0.375339834
NPIP	0.518272766
KCND1	0.259614567
VWF	0.329660443
EHBP1	-0.331139144
GCNT4	0.632002835
TGFB1I1	0.358132327
DDHD2	-0.233332103
C11orf86	0.665345169
C8orf74	0.458876481
FSD1	0.397996571
CALR3	0.292428618
PNMT	0.40930802
MMP20	-0.207707068
TBCA	-0.184872648
SLC14A1	0.327323013
LOC648987	0.161399055
AP1G2	-0.221021884
GPHN	-0.250923219
ATP6V1B1	-0.362276252
WFS1	-0.275711102
CDS1	-0.521353103
MYOZ3	0.679566648
THAP5	-0.319626231
FANCM	-0.256889872
LOC389607	-0.356285698
DEFA11P	0.570610605
METAP2	-0.213488275
HLA-DQB1	-0.273074787
KCNJ6	0.342721483
SH3BP1	-0.322312986
LOC282980	0.449016313
UQCRC2	-0.157335732
AKTIP	-0.271607547
PRMT10	-0.290104564
KLRK1	-0.551811713
C3orf36	0.595684015
FBXO31	-0.288419832
NOP58	-0.219900293
BFSP2	-0.244318857
MOCS2	-0.204796003
ZNF648	0.102948514
HAUS2	-0.190642824
NCOA6	-0.19985883
TBC1D13	-0.199083422
GJD2	0.335752359
PGAM5	0.435846193
TSEN15	-0.35385284
ZNF474	-0.309957436
LOC92249	-0.413224161
MYCBP2	-0.221583032
TGIF1	-0.263810824
RIPK3	-0.182526515
MRPS9	-0.167516441
C6orf218	0.502132172
TAF2	-0.363457345
CEP72	-0.344234118
NUP153	-0.19516236
GPR176	0.501027096
CDK2	-0.330422552
UBN1	-0.190871334
RTN4IP1	-0.202851972
HERC2P4	-0.36971242
ZSCAN10	0.286563225
C1QA	-0.318989812
ZFP36	0.325122511
MAP3K6	0.278613819
TMBIM4	-0.208415766
ARL8A	-0.151555629
NUAK1	0.347314426
FBXL21	-0.150381196
CLNS1A	-0.221738784
ZNF704	0.452397514
FAM86B2	0.218210161
XPNPEP2	0.329445508
MRGPRX4	0.372504099
WNT9A	0.389059949
LOC386597	0.548169882
TBXA2R	0.355286929
SLC7A7	-0.161696647
DAXX	-0.182686103
RRP12	0.275501122
AKAP4	0.568617183
KIF15	0.376182255
MUC2	0.322793436
APOA5	0.404487709
DGAT2L6	-0.171268121
CPNE6	0.649018364
PCDHB5	-0.307163196
WNK4	0.335861552
ANO3	0.498405656
ZFP41	-0.32713338
SDR42E1	0.617663282
AKR1C3	-0.356276676
KRTAP20-2	0.385020012
TNIK	-0.372176802
AMT	-0.262247352
HMGN1	-0.166393933
MIXL1	0.365539621
DKFZp566F0947	0.222206817
USP16	-0.218829991
C12orf11	-0.263771414
EIF5A	0.345279097
SLC26A9	0.534138441
CDH7	0.498433208
WDR19	-0.338075598
PTPRC	-0.291775592
FBXO8	-0.201205208
LOC339298	-0.226910141
PPP1R16A	-0.184121724
EXD2	-0.309707824
SAP30	0.224705378
CNTN4	0.397964194
LOC100652791	0.45071989
METRNL	0.182024256
LOC285084	0.649528277
CTNNBL1	-0.193121194
ADAM17	-0.242449439
KLF14	0.308659978
TRPC5	-0.212991608
SLC25A38	-0.205333015
CDH22	0.310989311
DKK4	0.598817077
ZEB2	0.330362862
FLJ44342	-0.338975712
NCK2	-0.266926962
EMR3	-0.442126641
PLXNA3	-0.271086952
KMO	-0.272818797
SKA3	0.355489784
MPP2	0.506067102
TAAR1	0.112976881
SPDYC	0.39643393
ERC2	0.392744303
SLC30A6	-0.391122841
PICALM	-0.192107594
C1orf49	0.226421447
KIAA1958	-0.309206048
AIMP2	0.159124357
SLCO4A1	0.48967159
C1QTNF5	0.356064836
B3GALT4	-0.148808282
DEFB112	0.394080513
C1orf168	-0.283319448
SPINK7	0.345665059
SLC29A3	-0.235267309
UBE2A	-0.146579198
POLR2E	0.15829237
CKAP4	0.277390643
NAT14	0.304177159
LOC388946	0.5663822
LSM12	-0.213474865
FLJ41130	0.225898324
ZNF165	-0.301204696
DYNC1H1	-0.188123082
EARS2	-0.362833579
ANKRD26	-0.31648409
PTAR1	-0.314381302
C14orf176	0.337477577
TRIM33	-0.332583728
DLGAP2	-0.127317418
SAG	0.376858452
NFXL1	-0.354487116
C22orf23	0.707879734
MED7	-0.162918449
BTBD10	-0.210022226
SLC36A2	-0.129378042
LOC645431	-0.51075841
LOC100130705	0.365640845
QSER1	-0.262823591
EMR1	-0.48318407
MRPS27	-0.175135263
CPAMD8	-0.328062734
CCDC150	0.372155797
EIF4E1B	0.511393873
RHBDL3	0.427698147
SYNPO2L	0.433824963
CLCN2	-0.361211897
RCBTB2	0.237991798
OR52E2	0.540918356
KLHDC8A	0.262360407
ICK	-0.322426989
AKR1C4	-0.428204782
SOBP	-0.43367542
SEC13	-0.166396027
PRKAG3	0.273051034
SSNA1	0.190874482
PVRIG	-0.586313356
COL27A1	0.252493706
NEU3	-0.344503811
CHRNG	-0.247563072
NEUROG1	0.729452924
IFI27L1	0.175272537
LOC147804	-0.308716652
RPL23A	-0.183524719
SMURF1	-0.408645909
CLDN4	0.688047934
C1orf177	0.353532385
TLX2	0.354954215
PRB1	0.308601239
LNP1	-0.440786106
CADPS	0.548191407
EPN2	-0.263839955
C5orf28	-0.314255212
LOC100287225	0.257906954
D21S2090E	0.430134812
GBE1	-0.203186438
ABCA6	0.494766142
HINT1	-0.165416198
HSD3B7	0.284569244
LOC100128172	-0.2978469
ANAPC10	-0.198912211
OR10X1	0.331307689
FIBIN	-0.205321985
MAMDC2	0.637521702
TRIM43	0.493973793
PHPT1	0.155262644
C4orf17	0.414748032
ST3GAL1	-0.179060991
ASGR2	0.409577366
RMND1	-0.24894099
PSMA6	-0.190988919
STEAP2	0.629952377
C19orf12	0.262938074
ASH2L	-0.167570853
LOC100506342	-0.392611056
ATP5I	0.15116952
LOC100132526	-0.427729734
UBE2D3	-0.165315559
LMTK2	-0.383406899
GRM8	0.423609037
OR5H14	0.411903454
LOC389033	0.351036918
ZADH2	-0.236343832
CRISPLD1	-0.156035571
HOXD4	0.377088095
NEGR1	0.334934972
PBX2	-0.380597755
C1orf174	-0.195927176
INS-IGF2	0.395720519
CNRIP1	0.301572736
MAGOH	-0.204426599
RHCE	-0.292568435
MAP1B	0.711712299
NOX5	0.452820249
TSPAN9	-0.452741706
GPR149	0.538579359
ABT1	-0.238976155
LRRC16A	-0.492032874
IPO5	0.237345581
OR2K2	0.416328979
B4GALNT4	0.359084185
PSIP1	-0.237144726
PGLYRP1	0.593649192
ARRDC3	0.392706364
OTX1	0.469395812
SENP2	-0.16302716
CA2	-0.39589304
ZMYND8	-0.187183133
NEURL	0.370035847
LOC100653275	0.306127655
C9orf40	0.292167511
FAM151B	-0.402217894
ZNF880	-0.266591687
PRIC285	-0.249220566
RPL21P44	-0.19224254
ALG8	-0.15635483
LOC254559	0.269144752
NLRP7	0.334760406
NRTN	-0.18407048
C10orf46	-0.172493618
SLC22A4	0.267394431
LOC285943	0.441396176
REREP3	0.308053384
ATG5	-0.214828359
ART1	-0.290292641
GABRP	0.409123042
CREB1	-0.225681619
PCSK4	-0.300946619
MC3R	0.354312199
ZNF852	-0.391785079
AP2M1	-0.183030222
C15orf50	0.355996072
ZNF688	-0.179315163
CCDC74B	-0.585402019
C17orf52	0.296664235
LOC100128139	0.44915248
ELFN2	0.488663134
DPF3	0.415250082
CLEC9A	-0.455321045
EVL	-0.228221827
USP28	-0.3425163
LOC100131581	0.241931853
PKNOX1	-0.243831859
LCE3A	0.6428914
OR52N2	0.424923711
TNS3	-0.228901241
KRT6B	0.552509063
THUMPD2	-0.35479581
RTTN	-0.288166976
C17orf105	0.479072772
LRRTM1	0.306064891
LOC145945	0.48215268
ZNF649	-0.408516897
RASGRP4	-0.286912349
ZNF283	-0.235269011
DHTKD1	-0.37136944
DLEU7	0.437322165
GRN	-0.205561455
OBP2A	0.416392419
TNNI2	-0.267326293
CTAGE5	0.276459777
ZNF569	-0.273294749
RNF34	-0.200972007
C19orf75	-0.379983797
NID2	0.55262388
UNC50	-0.166140897
CCDC38	0.192886076
RAB3GAP2	-0.218065227
PTHLH	0.458593101
MADCAM1	-0.37464089
ADAMTS9	-0.269569131
FTCD	0.764488311
WNT3	0.573195582
PAPPA2	0.488524382
CCDC101	-0.226943613
FGF5	0.43289718
MED1	-0.357273451
C1orf135	0.451950401
TTC33	-0.43357854
CHMP4B	-0.235488277
ZNF200	-0.222638892
PRKRIP1	-0.144305097
RAD23B	-0.374497024
P4HA3	0.424470939
TTTY3	0.537143199
FLJ39095	0.257568982
DNAJC21	-0.249958877
CPSF4	-0.176800109
HIST2H4B	0.394480513
NOBOX	0.294834059
PPP1R14D	0.472455061
TMEM93	0.124349562
RP1-177G6.2	0.355413133
PLEKHG6	0.380706709
MGC72080	0.269032562
MGC20647	0.561846229
PADI6	0.405239089
ZNF586	-0.296520299
KRTAP12-3	0.192556356
SLITRK5	-0.171809313
C1orf182	0.372923726
SELE	0.639143539
FAM41AY1	0.145477654
PRSS22	0.44881866
TRIM32	-0.319370889
TTBK1	0.521383094
SGCZ	-0.285802626
LOC647012	-0.166378169
ULK4	-0.36506626
BNIPL	-0.394592159
HNRNPA0	-0.205448667
LCE3D	0.39179369
LY6K	-0.569384545
KIAA1826	-0.18967541
KBTBD5	0.265031618
DAB1	0.381967049
ACTR3B	-0.323665676
C3orf23	-0.29456059
C8orf59	0.238294439
CHST13	0.27995314
USP50	-0.391618113
LY6H	0.292509894
TREML2	0.441862888
CD164	-0.213390617
DUSP2	0.42031004
TBX15	0.466514007
LOC649201	0.409882432
PCDHA13	0.799480877
ILF2	0.148325359
DCST1	0.373092127
LOC100128881	0.309710945
PSTK	-0.303372866
RBM15B	-0.41256469
LOC100132240	-0.12301414
HIST1H4I	0.40402383
ASCL3	0.384100311
DNAJB6	-0.135918678
PHKG1	0.634645839
USP11	-0.198047371
CSK	-0.23298037
TMEM129	-0.231872811
C20orf30	-0.206009879
FBXL22	0.584423697
ADAD2	0.355069857
RHOV	0.421003207
SPRY1	-0.33512977
C14orf135	-0.304139219
LBX2	0.455255403
MLF2	-0.248403435
SCGB1D2	0.20439494
LOC387895	0.38512836
MC5R	0.410211234
LELP1	0.69829571
PTCD2	-0.384077712
ALLC	0.412036731
TAF15	-0.364104602
C16orf11	0.328491664
NLE1	0.206263802
TCEAL7	0.814842603
ZNF767	-0.365880253
DARC	0.240769115
GLIPR1	-0.286967585
KDM1A	-0.300353566
PTP4A3	0.391445015
RPL19	-0.170590863
CERK	-0.341636423
RBM34	-0.210619014
AZGP1	0.521100912
THSD1	-0.329885399
RNF138P1	-0.284295442
ZAN	0.485587124
C5orf60	0.249294047
C7orf49	0.179841669
KLRC3	-0.505267884
HCCS	-0.186659718
CCDC122	-0.459519779
LOC619207	0.538972843
CCDC30	-0.367947135
RNF113B	0.641245236
LOC100128517	0.543861707
HOXA10	0.409787486
LOC100653060	-0.469139881
FLJ45832	0.496590857
MTERF	-0.298012732
LOC91948	0.448691234
CLEC4GP1	0.28170922
RXFP4	0.432337618
ZDHHC15	0.301763244
PHKG2	-0.33141701
IL18	-0.190690518
CYP11B2	0.176289169
RFXANK	0.128696846
PISD	-0.227589415
LOC116437	0.349667904
AGSK1	0.366533469
TTC8	-0.290498549
LOC283911	-0.222022153
PCDH15	0.558521466
BBC3	0.18457898
RREB1	-0.268871284
ANKRD49	-0.142973008
WNT5B	-0.388092594
LOC285205	0.355039889
OR10A3	0.486720602
NAIP	-0.318256698
LHX3	0.515346311
ATP6V0E2	-0.229943952
TCN1	0.407088909
OR51L1	0.285023725
C5orf38	0.350431086
UNC45A	0.207977164
APBA3	-0.292640004
GABRB2	0.377809009
NTN4	0.536165252
LOC390660	0.316083224
TTC22	0.426814787
C1S	-0.449708939
ARFIP1	-0.213219491
PIP5K1C	-0.297483932
ZNF26	-0.254114309
C17orf48	-0.204044949
FAM163B	0.334853312
COQ6	-0.227644134
GIMAP1	-0.173439814
CNOT7	-0.236562675
LDHC	0.524825506
LOC643770	-0.274547019
RICTOR	-0.394357491
DHODH	-0.236034799
GSG1L	0.612388194
MOGS	-0.139322728
C11orf92	-0.260247199
RFX7	-0.333817144
PALM3	0.292025627
HAPLN3	-0.484752019
NLRP11	-0.208267413
DSCR4	0.345292406
SCYL2	-0.208346294
OR9Q2	0.635637691
RTEL1	0.173277257
RAX2	0.355127855
CTPS	0.237200377
ZFYVE19	-0.137071763
DMKN	0.327568328
USP48	-0.189676822
ZNF691	-0.208881851
ARHGEF17	0.43217233
HMBS	0.138969853
PCDHA8	0.32389761
TIMM17A	0.177653207
TPD52L2	0.292293876
C20orf111	0.13950353
KLHL4	0.16725998
SLC12A5	0.419250941
HLA-DQA1	-0.48023581
CRTAM	-0.246508779
RP2	-0.220149564
SLC4A7	-0.428243453
IL1RL2	0.321385418
GUK1	0.166219604
RGS9	-0.570606068
ZDHHC9	-0.280154125
ACSL1	0.251013116
ELOVL3	-0.402625048
GREM2	0.48366988
SLC7A6OS	-0.191682523
CCDC64B	0.53168001
CCDC102B	0.437463005
PRSS38	0.533151322
GDAP2	-0.168938726
GLRX3	0.147733041
ROMO1	0.133211615
UBE2Q1	-0.316861937
RPL28	-0.185924828
ROPN1L	0.358482797
TNFAIP8	-0.182536899
LOC100134663	0.426969169
LOC146513	-0.202262203
GPR88	0.263246308
LOC100132781	0.288411965
LOC100133991	0.325088372
OR8J1	0.463879178
SNX30	-0.180556117
VHL	-0.19059247
ZNF398	-0.183411409
USP29	0.423771203
TFCP2L1	0.276273262
TRIM10	-0.367024612
FAM151A	0.389073575
RPL36AL	-0.172750982
MMP23B	0.655245273
LOC100169752	0.18926387
KCNJ4	0.351955514
SH2B3	-0.171143465
MSR1	-0.329606932
TBKBP1	0.271646708
SH3RF3	0.435467547
CRIP2	0.454959464
SNORD8	-0.411908164
ATP1A3	0.390636351
UBAP2	-0.23619131
SIGLEC14	-0.65710629
DDX11	0.269735226
TMEM209	-0.189176245
LRRC23	-0.293858609
SLC2A9	-0.264366362
ZSCAN22	-0.387241201
RIPPLY2	-0.277842802
VIT	0.520981193
TOP3B	-0.303939292
SLC22A16	0.565547254
CPNE3	-0.301902406
NICN1	-0.211875773
SYT1	0.387048436
TBC1D20	-0.360578003
CASC5	0.399918094
PDE6C	0.719822997
FRMD6	0.371474665
HN1L	0.17570597
MSLNL	0.513493589
HOXD12	0.523928551
OR9G4	0.415571616
LOC100132078	0.402079067
NDUFA13	0.145739627
LOC339352	-0.178023308
LOC100128591	0.515825789
FKBP11	-0.303354539
MAGEA6	0.529750902
PRRT3	-0.288839808
SRRM2	-0.253111087
SNORA75	-0.369273765
OR4F29	0.523802205
MAGEC3	0.573234277
LOC100130348	0.774305015
GNAO1	0.494821558
PMCHL1	-0.186365331
CTSG	0.504442643
SPDYE8P	0.745330898
LOC647983	0.299913754
RTN4RL1	0.515432535
PLA2G10	0.42654179
FEM1A	-0.307071597
POLD3	-0.189691889
ESR1	0.35370838
OR52A1	0.375786011
HMGCS1	0.270168335
MBOAT2	0.440371253
HYALP1	0.697457839
UCP1	0.377425497
RRH	0.382008663
PDCL	-0.276268904
LOC100132215	0.496719482
PPP2R3C	-0.18563966
ZAR1L	-0.381072965
MORC2	-0.350819726
HOMEZ	-0.322861069
SPC24	0.354587266
C9orf135	-0.28156016
ZZZ3	-0.23709808
ANKRD46	-0.316505005
